1-1,1-2,1-5,1-6,1-7,2-5,2-7,2-8,3-1,3-4,3-6,3-9,3-10,3-11
0.145769,0.0,0.0,0.0,0.0,0.01044,0.01011,0.000246,0.021,0.089955,0.158054,0.025161,0.008344,0.0
0.112939,0.0,0.0,0.0,0.0,0.01286,0.009709,0.0,0.022235,0.097785,0.072418,0.019987,0.007546,0.0
0.1166,0.0,0.0,0.0,0.0,0.01026,0.009757,0.0,0.020935,0.137062,0.174756,0.026085,0.007656,0.0
0.112901,0.0,0.0,0.0,0.0,0.009644,0.010727,0.0,0.022831,0.10934,0.136464,0.018686,0.007228,0.0
0.126695,8e-06,0.0,0.0,0.0,0.010889,0.009382,0.0,0.018231,0.089145,0.134297,0.035,0.007761,0.0
0.131859,0.0,0.0,0.0,0.0,0.011306,0.009991,0.000738,0.03079,0.08917,0.138462,0.030443,0.007496,0.0
0.098567,8e-06,0.0,0.0,8e-05,0.010356,0.013433,0.0,0.339614,0.08509,0.1051,0.597372,0.007553,0.0
0.132283,0.0,0.0,0.000213,0.0,0.011872,0.010454,0.0,0.684938,0.088359,0.155546,0.255538,0.007639,0.0
0.08088,0.0,0.0,7.1e-05,0.000241,0.012905,0.010693,0.0,0.042194,0.085369,0.114152,0.032117,0.007541,0.0
0.148967,8e-06,0.0,0.0,0.0,0.010874,0.011293,0.0,0.011572,0.087802,0.150064,0.021974,0.006983,0.0
0.113132,0.0,0.0,0.0,0.0,0.0102,0.009413,0.0,0.019531,0.089297,0.154016,0.033354,0.007167,0.0
0.118218,0.0,0.0,0.000213,0.0,0.010602,0.010388,0.0,0.032507,0.0858,0.140374,0.021291,0.006763,0.0
0.145654,0.0,0.0,0.0,0.0,0.009637,0.011183,0.0,0.027092,0.088688,0.136209,0.03281,0.006903,0.0
0.170777,0.0,0.0,0.0,0.0,0.010074,0.009482,0.0,0.056451,0.086788,0.196643,0.073461,0.006823,0.0
0.100455,0.0,0.0,0.0,0.0,0.010794,0.011159,0.0,0.069974,0.084077,0.146026,0.036829,0.007478,0.0
0.112747,2.4e-05,0.0,0.0,0.0,0.012345,0.010829,0.0,0.0209,0.089499,0.151509,0.024753,0.008194,0.0
0.130009,0.0,0.0,0.0,0.0,0.010932,0.010208,0.0,0.369069,0.092033,0.151849,0.60066,0.007316,0.0
0.116292,0.0,0.0,0.0,0.0,0.009815,0.011529,0.0,0.647169,0.108301,0.114875,0.255797,0.006675,0.0
0.09637,0.0,0.0,0.0,0.0,0.009767,0.009545,0.0,0.033704,0.121757,0.128177,0.033721,0.006532,0.0
0.132244,0.0,0.0,0.0,0.0,0.010808,0.011436,0.0,0.014957,0.084862,0.110412,0.014114,0.006546,0.0
0.082113,0.0,0.0,0.0,0.0,0.008156,0.010381,0.0,0.025681,0.09145,0.134764,0.027544,0.006669,0.0
0.113479,0.0,0.0,0.39289,0.0,0.006018,0.010839,0.000656,0.018648,0.086737,0.167913,0.028962,0.009869,0.0
0.149006,1.6e-05,0.0,0.229476,8e-05,0.011653,0.013671,0.0,0.019669,0.089221,0.095878,0.014724,0.006909,0.0
0.09637,8e-06,0.0,0.0,0.0,0.01077,0.011161,0.0,0.016621,0.084938,0.162558,0.025452,0.007102,0.0
0.130741,0.0,0.0,0.000284,0.0,0.010386,0.010657,0.0,0.027899,0.08547,0.116277,0.021563,0.00728,0.0
0.101495,0.0,0.0,0.0,0.0,0.010731,0.009504,0.0,0.016881,0.088486,0.164131,0.02987,0.007061,0.0
0.151087,0.0,0.0,0.0,0.0,0.009129,0.010488,0.0,0.393469,0.085242,0.121079,0.700985,0.007144,0.0
0.151279,0.0,0.0,0.0,0.0,0.010665,0.010062,0.0,0.788207,0.090665,0.136337,0.287019,0.007067,0.0
0.171278,0.0,0.0,0.0,8e-05,0.010488,0.009533,0.0,0.079049,0.085116,0.195495,0.066724,0.007347,0.0
0.113864,0.0,0.0,0.0,0.0,0.008808,0.011797,0.0,0.053782,0.084507,0.188143,0.054417,0.00739,0.0
0.099992,0.0,0.0,0.0,0.0,0.009755,0.010394,0.0,0.027998,0.15637,0.11088,0.028297,0.008071,0.0
0.113055,0.0,0.0,0.0,0.0,0.010407,0.009752,0.0,0.016468,0.092641,0.126732,0.016133,0.008317,0.0
0.116446,0.0,0.0,0.000284,0.0,0.009512,0.010597,0.0,0.022009,0.128167,0.127752,0.029576,0.007837,0.0
0.112361,0.0,0.0,0.0,0.0,0.009846,0.009721,0.0,0.021344,0.087244,0.140119,0.029351,0.0076,0.0
0.114673,0.0,0.0,0.0,0.0,0.011893,0.012083,0.0,0.014586,0.024655,0.109307,0.015918,0.007851,0.0
0.132129,8e-06,0.0,0.0,0.00016,0.010129,0.009028,0.000574,0.020376,0.088511,0.144964,0.024256,0.00765,0.0
0.097873,0.0,0.0,7.1e-05,0.0,0.010339,0.011324,0.0,0.370989,0.084026,0.126392,0.598942,0.007601,0.0
0.132167,0.0,0.0,0.0,0.00016,0.01401,0.013007,0.0,0.648809,0.305772,0.126477,0.249772,0.007376,0.0
0.112631,0.0,0.0,0.0,0.0,0.009767,0.018279,0.0,0.030897,0.084837,0.139057,0.034522,0.007203,0.0
0.095792,0.0,0.0,0.000213,8e-05,0.00878,0.010882,0.0,0.017378,0.084558,0.108627,0.02431,0.007094,0.0
0.132707,0.0,0.0,0.000355,0.0,0.010372,0.01064,0.0,0.022342,0.090082,0.090353,0.01381,0.007486,0.0
0.117216,0.0,0.0,0.0,0.0,0.011014,0.008541,0.0,0.026663,0.089955,0.148279,0.028205,0.00691,0.0
0.204223,0.0,0.0,0.000142,0.0,0.011367,0.009752,0.0,0.021906,0.088435,0.140501,0.051278,0.00727,0.0
0.112631,8e-06,0.0,0.0,0.0,0.008562,0.010218,0.0,0.067817,0.086028,0.21768,0.048287,0.00688,0.0
0.112515,0.0,0.0,0.0,0.0,0.012608,0.010892,0.0,0.074269,0.084077,0.151679,0.058661,0.007487,0.0
0.116292,0.0,0.0,0.0,0.0,0.009879,0.009079,0.0,0.017936,0.11641,0.087505,0.019823,0.007181,0.0
0.097565,0.0,0.0,0.0,8e-05,0.010018,0.012007,0.0,0.354885,0.087979,0.158904,0.6081,0.008564,0.0
0.133631,0.0,0.0,0.0,0.002166,0.009419,0.007791,0.0,0.658753,0.225522,0.122439,0.242567,0.00657,0.0
0.112361,0.0,0.0,0.0,0.00016,0.0104,0.010115,0.0,0.023501,0.124088,0.084403,0.036022,0.006931,0.0
0.095407,0.0,0.0,0.0,0.0,0.011104,0.012766,0.0,0.022648,0.086205,0.118402,0.022525,0.006652,0.0
0.116137,0.0,0.0,0.0,0.0,0.01022,0.008398,0.0,0.022044,0.103943,0.157246,0.017946,0.006559,0.0
0.145076,0.0,0.0,0.000213,0.0,0.018371,0.014864,0.000492,0.017462,0.088992,0.084233,0.021848,0.006333,0.0
0.115945,0.0,0.0,7.1e-05,0.0,0.011625,0.00975,0.0,0.020319,0.088232,0.144879,0.020826,0.006102,0.0
0.096794,0.0,0.0,0.0,0.000241,0.012277,0.009337,0.0,0.016605,0.085724,0.080578,0.026623,0.006178,0.0
0.11267,0.0,0.0,0.000213,0.000241,0.010736,0.010031,0.0,0.014701,0.085318,0.11547,0.01693,0.006427,0.0
0.099607,0.0,0.0,0.0,0.0,0.010968,0.010552,0.0,0.020089,0.088739,0.156524,0.024022,0.006004,0.0
0.150663,0.0,0.0,7.1e-05,0.0,0.010822,0.01066,0.0,0.324045,0.084913,0.11003,0.671824,0.006372,0.0
0.174476,0.0,0.0,0.0,0.0,0.010184,0.009148,0.0,0.872351,0.085217,0.166001,0.351809,0.00608,0.0
0.070052,0.0,0.0,0.000497,0.0,0.01048,0.009945,0.0,0.204232,0.087523,0.155631,0.143517,0.006605,0.0
0.071478,0.0,0.0,0.0,0.0,0.01027,0.010861,0.0,0.044164,0.085749,0.163493,0.039658,0.006473,0.0
0.132129,0.004676,0.0,0.0,0.0,0.010637,0.010578,0.006969,0.02404,0.088308,0.135869,0.021088,0.007413,0.0
0.1124,0.017829,0.0,0.0,0.0,0.009166,0.010658,0.0,0.016047,0.091349,0.116872,0.028652,0.0076,0.0
0.065891,0.023069,0.0,7.1e-05,0.0,0.010649,0.008439,0.0,0.02212,0.09031,0.113897,0.025009,0.006769,0.0
0.160527,0.0,0.0,0.0,0.0,0.010488,0.010942,0.00287,0.012919,0.145145,0.100127,0.015206,0.006735,0.0
0.138255,0.0,0.0,7.1e-05,0.0,0.009204,0.009286,0.0,0.020862,0.084431,0.137867,0.018693,0.007184,0.0
0.099491,0.0,0.0,0.0,8e-05,0.010761,0.010251,0.0,0.017099,0.08025,0.082575,0.038006,0.007016,0.0
0.131242,0.0,0.0,0.258284,0.0,0.012099,0.012222,0.000328,0.391216,0.096012,0.102422,0.60817,0.007106,0.0
0.115945,0.0,0.0,7.1e-05,8e-05,0.012367,0.012929,0.0,0.644144,0.084837,0.131237,0.240345,0.006834,0.0
0.112246,0.0,0.0,0.0,0.00016,0.010367,0.009798,0.0,0.028208,0.087928,0.118997,0.026959,0.007321,0.0
0.095985,0.0,0.0,0.0,8e-05,0.010675,0.011045,0.0,0.013546,0.084457,0.129919,0.024841,0.007085,0.0
0.132976,0.0,0.0,0.0,0.0,0.010705,0.009951,0.0,0.022307,0.089423,0.082193,0.024016,0.007049,0.0
0.101572,0.0,0.0,0.0,0.000241,0.008707,0.010789,0.0,0.023493,0.08732,0.159031,0.026459,0.007226,0.0
0.115983,0.0,0.0,0.0,0.000562,0.010021,0.010044,0.000246,0.033949,0.076373,0.130599,0.025019,0.007306,0.0
0.170546,0.0,0.0,0.0,0.0,0.010213,0.010234,0.0,0.069599,0.09966,0.148661,0.07436,0.007174,0.0
0.12527,0.0,0.0,0.0,0.00016,0.01111,0.010357,0.0,0.044726,0.084735,0.19422,0.045196,0.007224,0.0
0.14812,0.0,0.0,0.0,0.0,0.00901,0.01045,0.0,0.017653,0.088638,0.116362,0.009452,0.007802,0.0
0.113479,0.0,0.0,0.0,0.0,0.011862,0.009327,0.0,0.351596,0.105717,0.081343,0.645463,0.007353,0.0
0.099568,0.0,0.0,0.0,0.0,0.013044,0.009829,0.0,0.664761,0.103487,0.11666,0.210035,0.006086,0.0
0.129162,0.0,0.0,0.0,0.0,0.008502,0.009367,0.0,0.028488,0.126419,0.133319,0.026234,0.006284,0.0
0.112169,0.0,0.0,0.0,0.0,0.009783,0.011018,0.0,0.015883,0.085014,0.09422,0.019335,0.009077,0.0
0.117371,0.0,0.0,0.0,0.0,0.016734,0.012274,0.0,0.021944,0.087269,0.118275,0.02711,0.006276,0.0
0.096023,0.0,0.0,0.000426,0.0,0.053624,0.009315,0.0,0.018544,0.087979,0.116277,0.021215,0.006075,0.0
0.131589,0.0,0.0,0.000497,0.0,0.016872,0.012958,0.000328,0.014926,0.085065,0.139312,0.024579,0.006249,0.0
0.111706,0.0,0.0,0.0,0.00016,0.009207,0.009791,0.0,0.021822,0.093402,0.133532,0.017149,0.013424,0.0
0.11213,0.0,0.0,0.000781,0.000481,0.011546,0.011068,0.0,0.013542,0.084609,0.09235,0.023699,0.006267,0.0
0.134518,0.0,0.0,0.0,0.0,0.010078,0.009423,0.0,0.023084,0.088435,0.150276,0.018636,0.006254,0.0
0.11818,0.0,0.0,0.0,0.000241,0.01237,0.009996,0.0,0.41648,0.085344,0.087165,0.660384,0.006689,0.0
0.179562,0.0,0.0,0.000142,0.0,0.010731,0.010321,0.0,0.754323,0.08509,0.163238,0.325702,0.005885,0.0
0.14103,2.4e-05,0.0,0.0,0.0,0.008578,0.010084,0.0,0.072338,0.088663,0.217552,0.077768,0.006175,0.0
0.111591,0.0,0.0,0.0,0.0,0.010735,0.009951,0.0,0.059989,0.08542,0.110667,0.034395,0.006026,0.0
0.115559,0.0,0.0,0.0,0.0,0.009536,0.010433,0.0,0.02417,0.077463,0.084615,0.030496,0.006412,0.0
0.095831,8.7e-05,0.0,0.0,0.0,0.009159,0.011266,0.0,0.022602,0.100699,0.130132,0.022079,0.006699,0.0
0.133901,0.0,0.0,0.0,0.069239,0.010814,0.010416,0.0,0.011465,0.084862,0.130769,0.02381,0.005666,0.0
0.079031,0.0,0.0,7.1e-05,0.0,0.011157,0.009017,0.0,0.023822,0.147476,0.096048,0.019851,0.005705,0.0
0.145076,0.0,0.0,0.000284,0.0,0.009388,0.002204,0.0,0.011469,0.084431,0.074246,0.019588,0.005928,0.0
0.099337,0.0,0.0,0.0,0.0,0.013471,0.017734,0.027222,0.021019,0.088283,0.113982,0.018028,0.005787,0.0
0.129162,0.0,0.0,0.0,0.0,0.010867,0.012749,0.000656,0.336333,0.073941,0.130727,0.63396,0.005847,0.0
0.11529,0.0,0.0,0.0,8e-05,0.012577,0.012718,0.0,0.67353,0.095454,0.145304,0.217225,0.005667,0.0
0.112246,0.0,0.0,0.000213,0.0,0.011183,0.011236,0.0,0.030232,0.08884,0.096898,0.028943,0.005859,0.0
0.111899,0.0,0.0,0.0,0.0,0.01098,0.011756,0.0,0.018659,0.085825,0.108117,0.025402,0.005582,0.0
0.115675,0.0,0.0,0.0,0.0,0.010099,0.010022,0.000656,0.012945,0.532232,0.078113,0.018674,0.005925,0.0
0.116523,0.0,0.0,0.0,0.0,0.009651,0.010189,0.0,0.028828,0.546017,0.154101,0.021054,0.00596,0.0
0.100301,0.0,0.0,0.0,0.000642,0.011744,0.009939,0.0,0.019577,0.083342,0.126902,0.058566,0.006041,0.0
0.215398,0.0,0.0,0.0,0.0,0.009032,0.010629,0.0,0.078411,0.089347,0.231194,0.042816,0.0057,0.0
0.095291,0.0,0.0,0.0,0.0,0.01063,0.009509,0.0,0.063389,0.087219,0.092733,0.054265,0.007246,0.0
0.131165,3.2e-05,0.0,0.0,0.0,0.01048,0.009723,0.0,0.015691,0.088891,0.112877,0.024683,0.007241,0.0
0.112785,0.0,0.0,0.0,0.0,0.010506,0.011257,0.0,0.374446,0.088004,0.112452,0.597037,0.007056,0.0
0.09926,0.0,0.0,0.0,0.0,0.011259,0.009774,0.0,0.632743,0.239281,0.126562,0.251456,0.006046,0.0
0.111976,0.0,0.0,0.0,0.0,0.010114,0.009296,0.0,0.026487,0.107541,0.075606,0.023357,0.006633,0.0
0.14523,4.8e-05,0.0,0.0,0.0,0.010786,0.011347,0.0,0.01963,0.074802,0.126179,0.018927,0.006128,0.0
0.115675,8e-06,0.0,0.0,0.0,0.01136,0.011214,0.000328,0.013634,0.11456,0.11479,0.021734,0.006647,0.0
0.112246,0.0,0.0,0.000213,0.0,0.008534,0.01412,0.0,0.022602,0.085572,0.092393,0.017209,0.006177,0.0
0.115906,0.0,0.0,0.0,0.0,0.012795,0.011214,0.0,0.013167,0.085724,0.10714,0.025474,0.006143,0.0
0.111745,0.0,0.0,7.1e-05,0.00016,0.010915,0.00904,0.0,0.022954,0.089525,0.113302,0.027674,0.006177,0.0
0.111937,0.0,0.0,0.0,0.0,0.010533,0.009618,0.0,0.018931,0.087396,0.107437,0.018342,0.006671,0.0
0.116793,0.0,0.0,7.1e-05,0.0,0.010569,0.012287,0.0,0.021206,0.088511,0.128602,0.015946,0.006498,0.0
0.101803,0.0,0.0,0.0,0.0,0.010584,0.009375,0.0,0.397274,0.08585,0.106247,0.684716,0.006381,0.0
0.189658,0.0,0.0,0.000213,0.0,0.012337,0.015325,0.0,0.779319,0.085318,0.120739,0.33747,0.005812,0.0
0.141954,0.0,0.0,0.00149,0.0,0.009399,0.055363,0.0,0.181772,0.087726,0.226349,0.142311,0.006026,0.0
0.111783,0.0,0.0,0.0,0.0,0.010836,0.010987,0.0,0.067259,0.085166,0.072503,0.047838,0.005739,0.0
0.115059,0.0,0.0,0.0,0.0,0.009714,0.010844,0.0,0.015955,0.084001,0.128772,0.018734,0.005776,0.0
0.095831,3.2e-05,0.0,0.0,0.0,0.010038,0.012071,0.0,0.019328,0.09553,0.10986,0.021522,0.006752,0.0
0.113864,0.0,0.0,0.0,0.0,0.010031,0.009244,0.0,0.015649,0.106806,0.125712,0.016414,0.00503,0.0
0.130895,0.0,0.0,0.0,0.0,0.010708,0.01065,0.0,0.015726,0.126292,0.09303,0.029402,0.005123,0.0
0.137639,0.0,0.0,0.0,0.0,0.010417,0.01226,0.0,0.021187,0.086408,0.09082,0.01313,0.005499,0.0
0.098605,0.0,0.0,7.1e-05,0.0,0.00951,0.008978,0.000328,0.017871,0.085293,0.146579,0.041047,0.005142,0.0
0.113594,0.0,0.0,0.0,0.00016,0.010857,0.011871,0.0,0.389205,0.089119,0.092648,0.630767,0.005274,0.0
0.12816,0.0,0.0,0.000142,0.0,0.013777,0.012504,0.0,0.639149,0.084406,0.110497,0.209858,0.005269,0.0
0.115675,0.0,0.0,0.0,0.0,0.01148,0.010443,0.0,0.033754,0.089601,0.130599,0.033436,0.005541,0.0
0.095253,0.0,0.0,0.0,0.0,0.010791,0.009226,0.0,0.013263,0.086053,0.073183,0.019253,0.005806,0.0
0.115714,0.0,0.0,0.0,0.0,0.010298,0.010356,0.0,0.017015,0.085344,0.11513,0.021544,0.005818,0.0
0.133323,0.0,0.0,0.0,0.0,0.009795,0.014479,0.0,0.028442,0.089778,0.132979,0.028604,0.005794,0.0
0.138178,0.0,0.0,0.0,0.0,0.009234,0.008506,0.0,0.022495,0.084381,0.137357,0.043063,0.005834,0.0
0.175709,0.0,0.0,0.0,0.0,0.011513,0.009847,0.0,0.057625,0.089119,0.144454,0.049525,0.005762,0.0
0.111706,0.0,0.0,0.0,0.0,0.009935,0.010313,0.0,0.06324,0.085344,0.150786,0.042408,0.006859,0.0
0.098836,0.0,0.0,0.0,0.0,0.009674,0.010478,0.0,0.015653,0.087067,0.127242,0.021617,0.007088,0.0
0.129162,0.0,0.0,0.0,0.0,0.011223,0.00984,0.0,0.346896,0.092717,0.092818,0.601521,0.007502,0.0
0.111514,0.0,0.0,0.0,0.0,0.010607,0.010443,0.0,0.660095,0.104399,0.106715,0.248899,0.009352,0.0
0.115752,0.0,0.0,0.0,0.0,0.009189,0.010387,0.0,0.032079,0.126394,0.09184,0.034079,0.006455,0.0
0.062693,0.0,0.0,0.0,0.0,0.010419,0.00933,0.0,0.015955,0.084659,0.105057,0.015177,0.006303,0.0
0.166191,0.0,0.0,0.0,0.0,0.010362,0.012993,0.0,0.01934,0.084583,0.123544,0.015012,0.006433,0.0
0.111937,0.0,0.0,0.0,0.0,0.01405,0.011161,0.000656,0.022372,0.090868,0.126137,0.025952,0.00618,0.0
0.112747,0.0,0.0,7.1e-05,0.000241,0.010488,0.013677,0.0,0.0129,0.113521,0.11938,0.017743,0.006359,0.0
0.115174,0.0,0.0,0.0,0.000321,0.011964,0.008558,0.0,0.020407,0.08841,0.079048,0.024816,0.006366,0.0
0.111591,0.0,0.0,7.1e-05,0.0,0.009815,0.011002,0.0,0.022216,0.084634,0.124097,0.013259,0.006557,0.0
0.134518,1.6e-05,0.0,0.0,0.00016,0.010844,0.010368,0.0,0.012219,0.087421,0.08708,0.028465,0.006307,0.0
0.118411,0.0,0.0,0.0,0.0,0.009877,0.008718,0.0,0.383074,0.08884,0.124692,0.711301,0.006408,0.0
0.159641,0.0,0.0,0.0,0.0,0.011961,0.011205,0.0,0.78662,0.08542,0.143944,0.29274,0.005683,0.0
0.144806,0.0,0.0,0.0,0.0,0.01029,0.009879,0.0,0.074269,0.088967,0.210072,0.055705,0.005718,0.0
0.127428,0.0,0.0,0.0,0.0,0.009679,0.009516,0.0,0.059289,0.084609,0.118742,0.04387,0.005634,0.0
0.099877,0.0,0.0,7.1e-05,0.0,0.010094,0.009736,0.0,0.022154,0.084913,0.106077,0.027123,0.006904,0.0
0.128237,0.0,0.0,0.0,0.0,0.009882,0.011539,0.0,0.02059,0.093731,0.128007,0.020804,0.006156,0.0
0.111244,0.0,0.0,0.0,0.0,0.011016,0.009733,0.0,0.01376,0.123581,0.068381,0.016262,0.005388,0.0
0.114866,0.0,0.0,0.0,0.0,0.010152,0.009783,0.0,0.022629,0.107997,0.133702,0.022028,0.005101,0.0
0.097141,0.0,0.0,0.0,0.0,0.009613,0.009513,0.0,0.008647,0.084229,0.10867,0.023826,0.005341,0.0
0.115174,0.0,0.0,0.0,0.0,0.011087,0.011606,0.000328,0.021887,0.084659,0.10578,0.019446,0.005069,0.0
0.112862,0.0,0.0,0.000426,0.0,0.009128,0.012114,0.0,0.372511,0.091324,0.08453,0.606094,0.005237,0.0
0.127813,0.0,0.0,0.000213,0.0,0.015177,0.013044,0.0,0.639627,0.085014,0.139524,0.236282,0.004755,0.0
0.11475,0.0,0.0,0.0,0.0,0.00992,0.009064,0.0,0.028151,0.090994,0.08997,0.036949,0.005245,0.0
0.095137,0.0,0.0,0.0,0.00016,0.010429,0.010961,0.0,0.01602,0.084887,0.087378,0.015243,0.00509,0.0
0.115829,0.0,0.0,0.0,0.0,0.009116,0.018768,0.0,0.012077,0.084203,0.155971,0.026186,0.005369,0.0
0.132822,0.0,0.0,0.0,0.0,0.010847,0.012026,0.0,0.028755,0.090969,0.101997,0.024921,0.005171,0.0
0.111745,0.0,0.0,0.0,0.0,0.011205,0.010741,0.0,0.024266,0.085166,0.087803,0.032835,0.005448,0.0
0.202913,0.0,0.0,0.0,0.0,0.009629,0.009313,0.0,0.051304,0.089423,0.273991,0.052857,0.005347,0.0
0.095523,0.0,0.0,0.0,0.0,0.010462,0.00997,0.0,0.084048,0.08509,0.051891,0.063806,0.006609,0.0
0.115328,2.4e-05,0.0,0.0,0.0,0.011276,0.009857,0.0,0.018395,0.084913,0.104207,0.022471,0.006733,0.0
0.13024,0.0,0.0,0.0,0.0,0.009538,0.010371,0.0,0.340444,0.095429,0.129282,0.602812,0.006136,0.0
0.111783,0.0,0.0,0.0,0.00016,0.009209,0.009351,0.0,0.666577,0.085622,0.08674,0.245025,0.00558,0.0
0.117563,0.0,0.0,0.000142,0.0,0.012921,0.010455,0.0,0.026143,0.145652,0.125882,0.034088,0.005926,0.0
0.126927,0.0,0.0,0.0,0.0,0.009768,0.01123,0.0,0.015684,0.074752,0.128687,0.011421,0.005821,0.0
0.115251,0.0,0.0,0.0,0.0,0.010791,0.008505,8.2e-05,0.020564,0.228411,0.08572,0.022142,0.006022,0.0
0.111629,0.0,0.0,0.0,0.0,0.012362,0.01161,0.00082,0.016246,0.089702,0.076158,0.027582,0.005934,0.0
0.111668,0.0,0.0,0.000142,0.0,0.011061,0.013646,0.0,0.013902,0.084355,0.138249,0.015861,0.006012,0.0
0.114712,0.0,0.0,0.0,0.0,0.021278,0.010424,0.0,0.017519,0.088764,0.071568,0.022389,0.005842,0.0
0.112554,0.0,0.0,0.0,0.0,0.033588,0.009355,0.0,0.017844,0.085445,0.10493,0.017997,0.006193,0.0
0.115251,0.000366,0.0,0.0,0.0,0.041112,0.010476,0.0,0.022449,0.085344,0.120909,0.021019,0.005717,0.0
0.117679,0.000453,0.0,0.0,0.0,0.034108,0.011092,0.0,0.433934,0.089195,0.11819,0.684719,0.013268,0.0
0.16939,0.000406,0.0,0.009083,0.0,0.033687,0.009535,0.0,0.746927,0.087954,0.139184,0.329705,0.014143,0.0
0.144266,2.4e-05,0.0,0.002271,0.0,0.034213,0.010414,0.0,0.184246,0.088207,0.204122,0.153542,0.011498,0.0
0.111398,2.4e-05,0.0,0.0215,0.0,0.033535,0.010848,0.0,0.058987,0.084406,0.08419,0.039284,0.005959,0.0
0.115174,0.000477,0.0,0.002838,0.0,0.033419,0.009845,0.0,0.023038,0.085242,0.156651,0.015718,0.006341,0.0
0.095484,0.0,0.0,0.0,0.0,0.033331,0.009976,0.0,0.013091,0.095986,0.075053,0.026709,0.006615,0.0
0.127851,0.0,0.0,0.0,0.0,0.032894,0.011601,0.0,0.017734,0.144993,0.10884,0.020962,0.005185,0.0
0.116831,0.000135,0.0,0.000993,0.0,0.033647,0.009523,0.0,0.022759,0.153406,0.091543,0.017088,0.004774,0.0
0.105541,0.007539,0.0,0.000568,0.0,0.034407,0.011381,0.0,0.014448,0.089829,0.122524,0.020136,0.005217,0.0
0.147465,0.000763,0.0,0.001419,0.0,0.032282,0.01115,0.0,0.013118,0.088131,0.087973,0.043208,0.004858,0.0
0.112939,0.0,0.0,0.002696,0.0,0.035212,0.010968,0.000328,0.348494,0.091222,0.11156,0.612799,0.005222,0.0
0.094867,0.003547,0.0,0.0,0.000401,0.034837,0.013275,0.0,0.680334,0.088486,0.122099,0.229788,0.004878,0.0
0.131473,0.0,0.0,0.0,0.0,0.036406,0.009394,0.0,0.036171,0.086332,0.096813,0.027876,0.005111,0.0
0.095831,8e-06,0.0,0.000851,0.0,0.033533,0.01093,0.0,0.012234,0.089094,0.08657,0.021009,0.005199,0.0
0.132051,0.0,0.0,0.0,0.0,0.032875,0.010364,0.0,0.016785,0.083798,0.120824,0.020917,0.00536,0.0
0.116985,0.0,0.0,0.001064,0.0,0.034205,0.009945,0.0,0.0216,0.090944,0.133362,0.029674,0.005206,0.0
0.140953,0.0,0.0,0.001277,0.0,0.034662,0.012712,0.0,0.029119,0.085141,0.184615,0.02693,0.005362,0.0
0.178137,0.0,0.0,0.0,0.0,0.033906,0.002782,0.002788,0.056382,0.085369,0.121462,0.066176,0.005511,0.0
0.111591,0.0,0.0,0.000639,0.0,0.034114,0.009239,0.0,0.063415,0.333519,0.138249,0.036677,0.006417,0.0
0.114789,0.0,0.0,0.0,0.0,0.033556,0.00911,0.0,0.025382,0.378472,0.073736,0.020158,0.010473,0.0
0.112862,5.6e-05,0.0,0.0,0.0,0.035149,0.009301,0.0,0.365746,0.385415,0.129749,0.664045,0.006376,0.0
0.111167,0.0,0.0,0.0,0.0,0.033909,0.011436,0.0,0.629802,0.420915,0.104632,0.183513,0.005542,0.0
0.116215,8e-06,0.0,0.0,0.005456,0.035787,0.009131,0.0,0.023914,0.369527,0.080068,0.033386,0.005802,0.0
0.095099,0.0,0.0,0.0,0.000481,0.033596,0.011476,0.0,0.024411,0.377534,0.139397,0.021626,0.005929,0.0
0.131512,0.0,0.0,0.0,0.0,0.034849,0.011734,0.0,0.011794,0.402367,0.085975,0.027034,0.005938,0.0
0.113209,0.0,0.0,0.000142,0.0,0.032582,0.011035,0.00041,0.024461,0.41121,0.148279,0.011269,0.005787,0.0
0.062808,0.0,0.0,0.0,0.001043,0.02899,0.013953,0.0,0.016062,0.405382,0.052869,0.024895,0.005989,0.0
0.162261,0.0,0.0,0.0,0.0,0.034788,0.0107,0.0,0.017328,0.405838,0.130812,0.018243,0.006059,0.0
0.0956,1.6e-05,0.0,0.0,0.0,0.034134,0.009382,0.0,0.014705,0.410247,0.122269,0.022199,0.006136,0.0
0.133978,1.6e-05,0.0,0.0,0.0,0.033621,0.011727,0.0,0.017864,0.40447,0.10561,0.018592,0.00553,0.0
0.118026,0.000358,0.0,0.000142,0.0,0.035303,0.009778,0.0,0.39044,0.408727,0.118445,0.674634,0.005727,0.0
0.132899,0.0,0.0,0.0,0.0,0.033687,0.010555,0.0,0.772244,0.405103,0.143731,0.315569,0.005334,0.0
0.173628,0.0,0.0,0.0,0.0,0.034677,0.010892,0.0,0.086702,0.407156,0.158861,0.073246,0.005473,0.0
0.140567,0.0,0.0,0.0,0.0,0.035751,0.012153,0.0,0.050424,0.424209,0.152189,0.037886,0.005487,0.0
0.082653,0.0,0.0,0.0,8e-05,0.034227,0.010342,0.0,0.0283,0.406269,0.103867,0.029278,0.006783,0.0
0.144343,0.0,0.0,0.0,0.0,0.034695,0.015953,0.0,0.015217,0.411894,0.092648,0.02681,0.004882,0.0
0.095253,0.0,0.0,0.0,0.0,0.031734,0.036264,0.0,0.018315,0.453375,0.105312,0.010066,0.004722,0.0
0.130973,0.0,0.0,0.0,0.000241,0.034506,0.034996,0.0,0.011037,0.422182,0.106502,0.026212,0.00455,0.0
